Model,TBS2102
-7.968e-04,1.95
-7.952e-04,1.95
-7.936e-04,1.95
-7.920e-04,1.95
-7.904e-04,1.95
-7.888e-04,2
-7.872e-04,1.95
-7.856e-04,2
-7.840e-04,2
-7.824e-04,2
-7.808e-04,2
-7.792e-04,2
-7.776e-04,2
-7.760e-04,2
-7.744e-04,2
-7.728e-04,2.05
-7.712e-04,2
-7.696e-04,2
-7.680e-04,2.05
-7.664e-04,2.05
-7.648e-04,2
-7.632e-04,2
-7.616e-04,2.05
-7.600e-04,2.05
-7.584e-04,2.05
-7.568e-04,2
-7.552e-04,2
-7.536e-04,2.05
-7.520e-04,2.05
-7.504e-04,2.05
-7.488e-04,2
-7.472e-04,2
-7.456e-04,2.05
-7.440e-04,2.05
-7.424e-04,2.05
-7.408e-04,2.05
-7.392e-04,2.05
-7.376e-04,2.05
-7.360e-04,2
-7.344e-04,2.05
-7.328e-04,2.05
-7.312e-04,2.05
-7.296e-04,2.05
-7.280e-04,2
-7.264e-04,2
-7.248e-04,2
-7.232e-04,2
-7.216e-04,2
-7.200e-04,2
-7.184e-04,2
-7.168e-04,2
-7.152e-04,1.95
-7.136e-04,2
-7.120e-04,1.95
-7.104e-04,2
-7.088e-04,1.95
-7.072e-04,1.95
-7.056e-04,1.95
-7.040e-04,1.95
-7.024e-04,1.95
-7.008e-04,1.95
-6.992e-04,1.95
-6.976e-04,1.9
-6.960e-04,1.9
-6.944e-04,1.9
-6.928e-04,1.9
-6.912e-04,1.9
-6.896e-04,1.85
-6.880e-04,1.9
-6.864e-04,1.9
-6.848e-04,1.9
-6.832e-04,1.9
-6.816e-04,1.85
-6.800e-04,1.85
-6.784e-04,1.8
-6.768e-04,1.85
-6.752e-04,1.8
-6.736e-04,1.8
-6.720e-04,1.85
-6.704e-04,1.8
-6.688e-04,1.8
-6.672e-04,1.75
-6.656e-04,1.8
-6.640e-04,1.7
-6.624e-04,1.7
-6.608e-04,1.75
-6.592e-04,1.7
-6.576e-04,1.7
-6.560e-04,1.65
-6.544e-04,1.7
-6.528e-04,1.65
-6.512e-04,1.65
-6.496e-04,1.6
-6.480e-04,1.65
-6.464e-04,1.6
-6.448e-04,1.6
-6.432e-04,1.6
-6.416e-04,1.6
-6.400e-04,1.6
-6.384e-04,1.55
-6.368e-04,1.55
-6.352e-04,1.55
-6.336e-04,1.5
-6.320e-04,1.5
-6.304e-04,1.5
-6.288e-04,1.5
-6.272e-04,1.5
-6.256e-04,1.45
-6.240e-04,1.4
-6.224e-04,1.45
-6.208e-04,1.4
-6.192e-04,1.4
-6.176e-04,1.4
-6.160e-04,1.35
-6.144e-04,1.35
-6.128e-04,1.35
-6.112e-04,1.3
-6.096e-04,1.35
-6.080e-04,1.25
-6.064e-04,1.3
-6.048e-04,1.25
-6.032e-04,1.25
-6.016e-04,1.2
-6.000e-04,1.2
-5.984e-04,1.2
-5.968e-04,1.15
-5.952e-04,1.15
-5.936e-04,1.15
-5.920e-04,1.15
-5.904e-04,1.1
-5.888e-04,1.1
-5.872e-04,1.05
-5.856e-04,1
-5.840e-04,1.05
-5.824e-04,1
-5.808e-04,1
-5.792e-04,1
-5.776e-04,0.95
-5.760e-04,0.95
-5.744e-04,0.95
-5.728e-04,0.9
-5.712e-04,0.85
-5.696e-04,0.9
-5.680e-04,0.85
-5.664e-04,0.85
-5.648e-04,0.8
-5.632e-04,0.8
-5.616e-04,0.75
-5.600e-04,0.75
-5.584e-04,0.75
-5.568e-04,0.75
-5.552e-04,0.7
-5.536e-04,0.7
-5.520e-04,0.65
-5.504e-04,0.65
-5.488e-04,0.65
-5.472e-04,0.65
-5.456e-04,0.6
-5.440e-04,0.6
-5.424e-04,0.55
-5.408e-04,0.5
-5.392e-04,0.5
-5.376e-04,0.45
-5.360e-04,0.45
-5.344e-04,0.45
-5.328e-04,0.45
-5.312e-04,0.45
-5.296e-04,0.4
-5.280e-04,0.4
-5.264e-04,0.35
-5.248e-04,0.35
-5.232e-04,0.3
-5.216e-04,0.3
-5.200e-04,0.25
-5.184e-04,0.3
-5.168e-04,0.2
-5.152e-04,0.2
-5.136e-04,0.2
-5.120e-04,0.2
-5.104e-04,0.15
-5.088e-04,0.15
-5.072e-04,0.1
-5.056e-04,0.1
-5.040e-04,0.1
-5.024e-04,0.05
-5.008e-04,0
-4.992e-04,0.05
-4.976e-04,0
-4.960e-04,0
-4.944e-04,-0.05
-4.928e-04,-0.05
-4.912e-04,-0.1
-4.896e-04,-0.15
-4.880e-04,-0.15
-4.864e-04,-0.15
-4.848e-04,-0.2
-4.832e-04,-0.2
-4.816e-04,-0.2
-4.800e-04,-0.25
-4.784e-04,-0.25
-4.768e-04,-0.25
-4.752e-04,-0.3
-4.736e-04,-0.3
-4.720e-04,-0.35
-4.704e-04,-0.35
-4.688e-04,-0.4
-4.672e-04,-0.4
-4.656e-04,-0.45
-4.640e-04,-0.4
-4.624e-04,-0.5
-4.608e-04,-0.45
-4.592e-04,-0.5
-4.576e-04,-0.5
-4.560e-04,-0.5
-4.544e-04,-0.55
-4.528e-04,-0.6
-4.512e-04,-0.6
-4.496e-04,-0.65
-4.480e-04,-0.6
-4.464e-04,-0.65
-4.448e-04,-0.65
-4.432e-04,-0.65
-4.416e-04,-0.7
-4.400e-04,-0.7
-4.384e-04,-0.75
-4.368e-04,-0.75
-4.352e-04,-0.8
-4.336e-04,-0.8
-4.320e-04,-0.85
-4.304e-04,-0.85
-4.288e-04,-0.85
-4.272e-04,-0.85
-4.256e-04,-0.9
-4.240e-04,-0.9
-4.224e-04,-0.9
-4.208e-04,-0.95
-4.192e-04,-1
-4.176e-04,-1
-4.160e-04,-1
-4.144e-04,-1
-4.128e-04,-1.05
-4.112e-04,-1.05
-4.096e-04,-1.05
-4.080e-04,-1.1
-4.064e-04,-1.1
-4.048e-04,-1.1
-4.032e-04,-1.1
-4.016e-04,-1.15
-4.000e-04,-1.15
-3.984e-04,-1.2
-3.968e-04,-1.2
-3.952e-04,-1.2
-3.936e-04,-1.2
-3.920e-04,-1.25
-3.904e-04,-1.25
-3.888e-04,-1.25
-3.872e-04,-1.3
-3.856e-04,-1.3
-3.840e-04,-1.3
-3.824e-04,-1.35
-3.808e-04,-1.35
-3.792e-04,-1.4
-3.776e-04,-1.35
-3.760e-04,-1.4
-3.744e-04,-1.35
-3.728e-04,-1.45
-3.712e-04,-1.45
-3.696e-04,-1.45
-3.680e-04,-1.45
-3.664e-04,-1.45
-3.648e-04,-1.55
-3.632e-04,-1.5
-3.616e-04,-1.5
-3.600e-04,-1.5
-3.584e-04,-1.55
-3.568e-04,-1.55
-3.552e-04,-1.55
-3.536e-04,-1.6
-3.520e-04,-1.6
-3.504e-04,-1.6
-3.488e-04,-1.65
-3.472e-04,-1.6
-3.456e-04,-1.65
-3.440e-04,-1.65
-3.424e-04,-1.65
-3.408e-04,-1.7
-3.392e-04,-1.7
-3.376e-04,-1.7
-3.360e-04,-1.65
-3.344e-04,-1.7
-3.328e-04,-1.7
-3.312e-04,-1.75
-3.296e-04,-1.75
-3.280e-04,-1.75
-3.264e-04,-1.8
-3.248e-04,-1.8
-3.232e-04,-1.8
-3.216e-04,-1.8
-3.200e-04,-1.8
-3.184e-04,-1.8
-3.168e-04,-1.8
-3.152e-04,-1.85
-3.136e-04,-1.85
-3.120e-04,-1.85
-3.104e-04,-1.85
-3.088e-04,-1.85
-3.072e-04,-1.85
-3.056e-04,-1.85
-3.040e-04,-1.85
-3.024e-04,-1.9
-3.008e-04,-1.9
-2.992e-04,-1.9
-2.976e-04,-1.9
-2.960e-04,-1.9
-2.944e-04,-1.95
-2.928e-04,-1.9
-2.912e-04,-1.9
-2.896e-04,-1.9
-2.880e-04,-1.9
-2.864e-04,-1.9
-2.848e-04,-1.95
-2.832e-04,-1.95
-2.816e-04,-1.95
-2.800e-04,-2
-2.784e-04,-1.95
-2.768e-04,-1.95
-2.752e-04,-1.95
-2.736e-04,-1.95
-2.720e-04,-1.95
-2.704e-04,-2
-2.688e-04,-1.95
-2.672e-04,-1.95
-2.656e-04,-2
-2.640e-04,-2
-2.624e-04,-2
-2.608e-04,-1.95
-2.592e-04,-1.95
-2.576e-04,-2
-2.560e-04,-1.95
-2.544e-04,-2
-2.528e-04,-2
-2.512e-04,-2
-2.496e-04,-2
-2.480e-04,-2
-2.464e-04,-2
-2.448e-04,-2
-2.432e-04,-2
-2.416e-04,-2
-2.400e-04,-1.95
-2.384e-04,-1.95
-2.368e-04,-2
-2.352e-04,-1.95
-2.336e-04,-1.95
-2.320e-04,-1.95
-2.304e-04,-1.95
-2.288e-04,-2
-2.272e-04,-1.95
-2.256e-04,-2
-2.240e-04,-1.95
-2.224e-04,-1.95
-2.208e-04,-1.95
-2.192e-04,-1.95
-2.176e-04,-1.9
-2.160e-04,-1.95
-2.144e-04,-1.9
-2.128e-04,-1.9
-2.112e-04,-1.9
-2.096e-04,-1.9
-2.080e-04,-1.9
-2.064e-04,-1.9
-2.048e-04,-1.9
-2.032e-04,-1.85
-2.016e-04,-1.9
-2.000e-04,-1.9
-1.984e-04,-1.9
-1.968e-04,-1.85
-1.952e-04,-1.85
-1.936e-04,-1.85
-1.920e-04,-1.85
-1.904e-04,-1.85
-1.888e-04,-1.8
-1.872e-04,-1.8
-1.856e-04,-1.8
-1.840e-04,-1.8
-1.824e-04,-1.85
-1.808e-04,-1.75
-1.792e-04,-1.75
-1.776e-04,-1.75
-1.760e-04,-1.75
-1.744e-04,-1.8
-1.728e-04,-1.75
-1.712e-04,-1.75
-1.696e-04,-1.75
-1.680e-04,-1.75
-1.664e-04,-1.75
-1.648e-04,-1.7
-1.632e-04,-1.7
-1.616e-04,-1.65
-1.600e-04,-1.7
-1.584e-04,-1.65
-1.568e-04,-1.65
-1.552e-04,-1.65
-1.536e-04,-1.6
-1.520e-04,-1.65
-1.504e-04,-1.65
-1.488e-04,-1.6
-1.472e-04,-1.55
-1.456e-04,-1.6
-1.440e-04,-1.55
-1.424e-04,-1.55
-1.408e-04,-1.55
-1.392e-04,-1.5
-1.376e-04,-1.5
-1.360e-04,-1.45
-1.344e-04,-1.5
-1.328e-04,-1.45
-1.312e-04,-1.45
-1.296e-04,-1.45
-1.280e-04,-1.45
-1.264e-04,-1.4
-1.248e-04,-1.4
-1.232e-04,-1.35
-1.216e-04,-1.4
-1.200e-04,-1.35
-1.184e-04,-1.3
-1.168e-04,-1.3
-1.152e-04,-1.3
-1.136e-04,-1.3
-1.120e-04,-1.3
-1.104e-04,-1.25
-1.088e-04,-1.25
-1.072e-04,-1.25
-1.056e-04,-1.25
-1.040e-04,-1.2
-1.024e-04,-1.15
-1.008e-04,-1.15
-9.920e-05,-1.15
-9.760e-05,-1.1
-9.600e-05,-1.1
-9.440e-05,-1.1
-9.280e-05,-1.05
-9.120e-05,-1.05
-8.960e-05,-1.05
-8.800e-05,-1
-8.640e-05,-1
-8.480e-05,-1
-8.320e-05,-0.95
-8.160e-05,-0.95
-8.000e-05,-0.95
-7.840e-05,-0.95
-7.680e-05,-0.95
-7.520e-05,-0.9
-7.360e-05,-0.9
-7.200e-05,-0.85
-7.040e-05,-0.85
-6.880e-05,-0.8
-6.720e-05,-0.8
-6.560e-05,-0.8
-6.400e-05,-0.75
-6.240e-05,-0.75
-6.080e-05,-0.7
-5.920e-05,-0.7
-5.760e-05,-0.65
-5.600e-05,-0.65
-5.440e-05,-0.65
-5.280e-05,-0.6
-5.120e-05,-0.6
-4.960e-05,-0.6
-4.800e-05,-0.55
-4.640e-05,-0.55
-4.480e-05,-0.5
-4.320e-05,-0.5
-4.160e-05,-0.5
-4.000e-05,-0.45
-3.840e-05,-0.45
-3.680e-05,-0.45
-3.520e-05,-0.45
-3.360e-05,-0.4
-3.200e-05,-0.35
-3.040e-05,-0.35
-2.880e-05,-0.35
-2.720e-05,-0.3
-2.560e-05,-0.3
-2.400e-05,-0.25
-2.240e-05,-0.25
-2.080e-05,-0.25
-1.920e-05,-0.25
-1.760e-05,-0.2
-1.600e-05,-0.15
-1.440e-05,-0.15
-1.280e-05,-0.1
-1.120e-05,-0.1
-9.600e-06,-0.1
-8.000e-06,-0.1
-6.400e-06,0
-4.800e-06,-0.05
-3.200e-06,-0.05
-1.600e-06,0
4.378e-17,0.05
1.600e-06,0.05
3.200e-06,0.05
4.800e-06,0.1
6.400e-06,0.1
8.000e-06,0.15
9.600e-06,0.15
1.120e-05,0.15
1.280e-05,0.2
1.440e-05,0.2
1.600e-05,0.2
1.760e-05,0.25
1.920e-05,0.25
2.080e-05,0.3
2.240e-05,0.3
2.400e-05,0.35
2.560e-05,0.35
2.720e-05,0.35
2.880e-05,0.4
3.040e-05,0.4
3.200e-05,0.45
3.360e-05,0.45
3.520e-05,0.5
3.680e-05,0.5
3.840e-05,0.55
4.000e-05,0.55
4.160e-05,0.55
4.320e-05,0.55
4.480e-05,0.6
4.640e-05,0.6
4.800e-05,0.65
4.960e-05,0.65
5.120e-05,0.7
5.280e-05,0.7
5.440e-05,0.7
5.600e-05,0.75
5.760e-05,0.75
5.920e-05,0.75
6.080e-05,0.75
6.240e-05,0.8
6.400e-05,0.8
6.560e-05,0.8
6.720e-05,0.85
6.880e-05,0.9
7.040e-05,0.9
7.200e-05,0.95
7.360e-05,0.95
7.520e-05,0.95
7.680e-05,1
7.840e-05,1
8.000e-05,1
8.160e-05,1.05
8.320e-05,1.05
8.480e-05,1.05
8.640e-05,1.05
8.800e-05,1.1
8.960e-05,1.1
9.120e-05,1.15
9.280e-05,1.15
9.440e-05,1.15
9.600e-05,1.15
9.760e-05,1.15
9.920e-05,1.2
1.008e-04,1.2
1.024e-04,1.25
1.040e-04,1.25
1.056e-04,1.3
1.072e-04,1.25
1.088e-04,1.25
1.104e-04,1.35
1.120e-04,1.35
1.136e-04,1.35
1.152e-04,1.4
1.168e-04,1.4
1.184e-04,1.4
1.200e-04,1.45
1.216e-04,1.4
1.232e-04,1.45
1.248e-04,1.45
1.264e-04,1.5
1.280e-04,1.45
1.296e-04,1.5
1.312e-04,1.5
1.328e-04,1.5
1.344e-04,1.5
1.360e-04,1.55
1.376e-04,1.55
1.392e-04,1.55
1.408e-04,1.6
1.424e-04,1.65
1.440e-04,1.6
1.456e-04,1.6
1.472e-04,1.6
1.488e-04,1.65
1.504e-04,1.65
1.520e-04,1.65
1.536e-04,1.65
1.552e-04,1.7
1.568e-04,1.65
1.584e-04,1.7
1.600e-04,1.75
1.616e-04,1.7
1.632e-04,1.75
1.648e-04,1.75
1.664e-04,1.75
1.680e-04,1.75
1.696e-04,1.8
1.712e-04,1.8
1.728e-04,1.8
1.744e-04,1.8
1.760e-04,1.85
1.776e-04,1.85
1.792e-04,1.85
1.808e-04,1.85
1.824e-04,1.9
1.840e-04,1.85
1.856e-04,1.85
1.872e-04,1.9
1.888e-04,1.9
1.904e-04,1.9
1.920e-04,1.95
1.936e-04,1.9
1.952e-04,1.95
1.968e-04,1.95
1.984e-04,1.95
2.000e-04,1.95
2.016e-04,1.95
2.032e-04,1.95
2.048e-04,1.95
2.064e-04,1.95
2.080e-04,1.95
2.096e-04,1.95
2.112e-04,1.95
2.128e-04,2
2.144e-04,2
2.160e-04,2
2.176e-04,2.05
2.192e-04,2
2.208e-04,2.05
2.224e-04,2
2.240e-04,2
2.256e-04,2
2.272e-04,2.05
2.288e-04,2.05
2.304e-04,2.05
2.320e-04,2
2.336e-04,2
2.352e-04,2.05
2.368e-04,2.05
2.384e-04,2.05
2.400e-04,2
2.416e-04,2.05
2.432e-04,2.05
2.448e-04,2.05
2.464e-04,2
2.480e-04,2.05
2.496e-04,2
2.512e-04,2
2.528e-04,2
2.544e-04,2.05
2.560e-04,2.05
2.576e-04,2
2.592e-04,2
2.608e-04,2
2.624e-04,2.05
2.640e-04,2
2.656e-04,2.05
2.672e-04,2
2.688e-04,2.05
2.704e-04,2.05
2.720e-04,2.05
2.736e-04,2
2.752e-04,2
2.768e-04,2
2.784e-04,2
2.800e-04,2
2.816e-04,1.95
2.832e-04,2
2.848e-04,2
2.864e-04,1.95
2.880e-04,1.95
2.896e-04,1.95
2.912e-04,1.95
2.928e-04,2
2.944e-04,1.95
2.960e-04,1.95
2.976e-04,1.95
2.992e-04,1.95
3.008e-04,1.95
3.024e-04,1.9
3.040e-04,1.9
3.056e-04,1.9
3.072e-04,1.9
3.088e-04,1.95
3.104e-04,1.9
3.120e-04,1.9
3.136e-04,1.85
3.152e-04,1.85
3.168e-04,1.85
3.184e-04,1.85
3.200e-04,1.85
3.216e-04,1.8
3.232e-04,1.8
3.248e-04,1.8
3.264e-04,1.8
3.280e-04,1.8
3.296e-04,1.8
3.312e-04,1.75
3.328e-04,1.8
3.344e-04,1.75
3.360e-04,1.7
3.376e-04,1.7
3.392e-04,1.75
3.408e-04,1.7
3.424e-04,1.7
3.440e-04,1.7
3.456e-04,1.7
3.472e-04,1.65
3.488e-04,1.65
3.504e-04,1.6
3.520e-04,1.65
3.536e-04,1.65
3.552e-04,1.6
3.568e-04,1.6
3.584e-04,1.55
3.600e-04,1.6
3.616e-04,1.55
3.632e-04,1.55
3.648e-04,1.5
3.664e-04,1.5
3.680e-04,1.5
3.696e-04,1.5
3.712e-04,1.5
3.728e-04,1.45
3.744e-04,1.45
3.760e-04,1.45
3.776e-04,1.4
3.792e-04,1.4
3.808e-04,1.4
3.824e-04,1.4
3.840e-04,1.35
3.856e-04,1.35
3.872e-04,1.3
3.888e-04,1.3
3.904e-04,1.3
3.920e-04,1.3
3.936e-04,1.3
3.952e-04,1.25
3.968e-04,1.25
3.984e-04,1.2
4.000e-04,1.2
4.016e-04,1.15
4.032e-04,1.15
4.048e-04,1.15
4.064e-04,1.15
4.080e-04,1.1
4.096e-04,1.1
4.112e-04,1.1
4.128e-04,1.05
4.144e-04,1.05
4.160e-04,1
4.176e-04,1.05
4.192e-04,0.95
4.208e-04,0.95
4.224e-04,0.95
4.240e-04,0.9
4.256e-04,0.9
4.272e-04,0.9
4.288e-04,0.85
4.304e-04,0.85
4.320e-04,0.85
4.336e-04,0.85
4.352e-04,0.8
4.368e-04,0.8
4.384e-04,0.8
4.400e-04,0.75
4.416e-04,0.75
4.432e-04,0.75
4.448e-04,0.7
4.464e-04,0.7
4.480e-04,0.65
4.496e-04,0.65
4.512e-04,0.6
4.528e-04,0.6
4.544e-04,0.6
4.560e-04,0.6
4.576e-04,0.55
4.592e-04,0.5
4.608e-04,0.5
4.624e-04,0.5
4.640e-04,0.5
4.656e-04,0.45
4.672e-04,0.4
4.688e-04,0.4
4.704e-04,0.35
4.720e-04,0.4
4.736e-04,0.35
4.752e-04,0.35
4.768e-04,0.35
4.784e-04,0.3
4.800e-04,0.25
4.816e-04,0.25
4.832e-04,0.25
4.848e-04,0.2
4.864e-04,0.2
4.880e-04,0.2
4.896e-04,0.15
4.912e-04,0.15
4.928e-04,0.1
4.944e-04,0.1
4.960e-04,0.05
4.976e-04,0.05
4.992e-04,0.05
5.008e-04,0
5.024e-04,0
5.040e-04,0
5.056e-04,-0.05
5.072e-04,-0.05
5.088e-04,-0.1
5.104e-04,-0.1
5.120e-04,-0.1
5.136e-04,-0.15
5.152e-04,-0.15
5.168e-04,-0.2
5.184e-04,-0.2
5.200e-04,-0.25
5.216e-04,-0.25
5.232e-04,-0.3
5.248e-04,-0.3
5.264e-04,-0.35
5.280e-04,-0.35
5.296e-04,-0.35
5.312e-04,-0.35
5.328e-04,-0.4
5.344e-04,-0.4
5.360e-04,-0.4
5.376e-04,-0.45
5.392e-04,-0.45
5.408e-04,-0.5
5.424e-04,-0.5
5.440e-04,-0.55
5.456e-04,-0.55
5.472e-04,-0.6
5.488e-04,-0.6
5.504e-04,-0.6
5.520e-04,-0.6
5.536e-04,-0.65
5.552e-04,-0.65
5.568e-04,-0.65
5.584e-04,-0.75
5.600e-04,-0.7
5.616e-04,-0.7
5.632e-04,-0.75
5.648e-04,-0.8
5.664e-04,-0.8
5.680e-04,-0.8
5.696e-04,-0.85
5.712e-04,-0.85
5.728e-04,-0.85
5.744e-04,-0.9
5.760e-04,-0.95
5.776e-04,-0.95
5.792e-04,-0.9
5.808e-04,-0.95
5.824e-04,-1
5.840e-04,-1
5.856e-04,-1
5.872e-04,-1
5.888e-04,-1.05
5.904e-04,-1.05
5.920e-04,-1.05
5.936e-04,-1.1
5.952e-04,-1.15
5.968e-04,-1.1
5.984e-04,-1.1
6.000e-04,-1.15
6.016e-04,-1.2
6.032e-04,-1.2
6.048e-04,-1.2
6.064e-04,-1.25
6.080e-04,-1.25
6.096e-04,-1.25
6.112e-04,-1.25
6.128e-04,-1.3
6.144e-04,-1.3
6.160e-04,-1.3
6.176e-04,-1.3
6.192e-04,-1.35
6.208e-04,-1.35
6.224e-04,-1.35
6.240e-04,-1.4
6.256e-04,-1.4
6.272e-04,-1.45
6.288e-04,-1.45
6.304e-04,-1.45
6.320e-04,-1.45
6.336e-04,-1.5
6.352e-04,-1.5
6.368e-04,-1.5
6.384e-04,-1.5
6.400e-04,-1.55
6.416e-04,-1.55
6.432e-04,-1.55
6.448e-04,-1.6
6.464e-04,-1.6
6.480e-04,-1.6
6.496e-04,-1.6
6.512e-04,-1.6
6.528e-04,-1.65
6.544e-04,-1.65
6.560e-04,-1.65
6.576e-04,-1.65
6.592e-04,-1.65
6.608e-04,-1.7
6.624e-04,-1.7
6.640e-04,-1.7
6.656e-04,-1.7
6.672e-04,-1.75
6.688e-04,-1.75
6.704e-04,-1.7
6.720e-04,-1.75
6.736e-04,-1.8
6.752e-04,-1.8
6.768e-04,-1.8
6.784e-04,-1.75
6.800e-04,-1.8
6.816e-04,-1.8
6.832e-04,-1.8
6.848e-04,-1.85
6.864e-04,-1.85
6.880e-04,-1.85
6.896e-04,-1.85
6.912e-04,-1.85
6.928e-04,-1.85
6.944e-04,-1.85
6.960e-04,-1.85
6.976e-04,-1.85
6.992e-04,-1.9
7.008e-04,-1.9
7.024e-04,-1.9
7.040e-04,-1.9
7.056e-04,-1.95
7.072e-04,-1.9
7.088e-04,-1.95
7.104e-04,-1.95
7.120e-04,-1.95
7.136e-04,-1.95
7.152e-04,-1.95
7.168e-04,-1.95
7.184e-04,-1.95
7.200e-04,-2
7.216e-04,-1.95
7.232e-04,-2
7.248e-04,-1.95
7.264e-04,-1.95
7.280e-04,-1.95
7.296e-04,-1.95
7.312e-04,-1.95
7.328e-04,-2
7.344e-04,-1.95
7.360e-04,-1.95
7.376e-04,-1.95
7.392e-04,-2
7.408e-04,-2
7.424e-04,-2
7.440e-04,-2
7.456e-04,-2
7.472e-04,-2
7.488e-04,-2
7.504e-04,-2
7.520e-04,-2
7.536e-04,-1.95
7.552e-04,-2
7.568e-04,-2
7.584e-04,-1.95
7.600e-04,-2
7.616e-04,-1.95
7.632e-04,-1.95
7.648e-04,-2
7.664e-04,-2
7.680e-04,-1.95
7.696e-04,-2
7.712e-04,-1.95
7.728e-04,-1.95
7.744e-04,-1.95
7.760e-04,-1.95
7.776e-04,-1.95
7.792e-04,-2
7.808e-04,-1.95
7.824e-04,-1.95
7.840e-04,-1.95
7.856e-04,-1.95
7.872e-04,-1.95
7.888e-04,-1.9
7.904e-04,-1.9
7.920e-04,-1.9
7.936e-04,-1.9
7.952e-04,-1.9
7.968e-04,-1.9
7.984e-04,-1.9
8.000e-04,-1.85
8.016e-04,-1.85
8.032e-04,-1.9
8.048e-04,-1.85
8.064e-04,-1.85
8.080e-04,-1.85
8.096e-04,-1.85
8.112e-04,-1.85
8.128e-04,-1.85
8.144e-04,-1.8
8.160e-04,-1.8
8.176e-04,-1.8
8.192e-04,-1.8
8.208e-04,-1.8
8.224e-04,-1.8
8.240e-04,-1.8
8.256e-04,-1.75
8.272e-04,-1.75
8.288e-04,-1.75
8.304e-04,-1.75
8.320e-04,-1.75
8.336e-04,-1.75
8.352e-04,-1.7
8.368e-04,-1.65
8.384e-04,-1.7
8.400e-04,-1.65
8.416e-04,-1.65
8.432e-04,-1.65
8.448e-04,-1.65
8.464e-04,-1.65

